delta,flipAngle,TR,numSatPulse,pulseDur,numExc,satTrainPerBoost,TR_MT,b1
8000,6,0.18,6,0.00128,16,1,1,7.57809972267871
8000,6,0.18,6,0.00128,18,1,1,6.45572283124351
8000,6,0.18,6,0.00128,20,1,1,5.09167154683158
8000,6,0.18,6,0.002048,12,1,1,7.45528636576556
8000,6,0.18,6,0.002048,14,1,1,6.76289663993393
8000,6,0.18,6,0.002048,16,1,1,5.99101386488877
8000,6,0.18,6,0.002048,18,1,1,5.10369702237008
8000,6,0.18,8,0.000768,12,1,1,10.5433670898409
8000,6,0.18,8,0.000768,14,1,1,9.564180149122
8000,6,0.18,8,0.000768,16,1,1,8.47257306009094
8000,6,0.18,8,0.000768,18,1,1,7.21771754727894
8000,6,0.18,8,0.000768,20,1,1,5.69266184890846
8000,6,0.18,8,0.001024,12,1,1,9.13082374122702
8000,6,0.18,8,0.001024,14,1,1,8.28282297551049
8000,6,0.18,8,0.001024,16,1,1,7.33746350545842
8000,6,0.18,8,0.001024,18,1,1,6.25072675328427
8000,6,0.18,8,0.00128,12,1,1,8.16685703038102
8000,6,0.18,8,0.00128,14,1,1,7.40838208753541
8000,6,0.18,8,0.00128,16,1,1,6.56282687225157
8000,6,0.18,8,0.00128,18,1,1,5.59081997164808
8000,6,0.18,8,0.002048,12,1,1,6.45646738524074
8000,6,0.18,8,0.002048,14,1,1,5.85684029335121
8000,6,0.18,8,0.002048,16,1,1,5.18837020141846
8000,6,0.18,8,0.002048,18,1,1,4.41993127459148
8000,6,0.18,10,0.000768,12,1,1,9.43027420984734
8000,6,0.18,10,0.000768,14,1,1,8.55446278499635
8000,6,0.18,10,0.000768,16,1,1,7.57809972267871
8000,6,0.18,10,0.000768,18,1,1,6.45572283124351
8000,6,0.18,10,0.001024,12,1,1,8.16685703038102
8000,6,0.18,10,0.001024,14,1,1,7.40838208753542
8000,6,0.18,10,0.001024,16,1,1,6.56282687225157
8000,6,0.18,10,0.001024,18,1,1,5.59081997164808
8000,6,0.18,10,0.00128,12,1,1,7.30465899298161
8000,6,0.18,10,0.00128,14,1,1,6.62625838040839
8000,6,0.18,10,0.00128,16,1,1,5.86997080436673
8000,6,0.18,10,0.00128,18,1,1,5.00058140262742
8000,6,0.18,10,0.002048,12,1,1,5.77483998716345
8000,6,0.18,10,0.002048,14,1,1,5.23851721171724
8000,6,0.18,10,0.002048,16,1,1,4.64061938512238
8000,6,0.18,10,0.002048,18,1,1,3.95330671434554
8000,6,0.18,12,0.000768,12,1,1,8.60862318032099
8000,6,0.18,12,0.000768,14,1,1,7.80912039113494
8000,6,0.18,12,0.000768,16,1,1,6.91782693522462
8000,6,0.18,12,0.000768,18,1,1,5.89324169945531
8000,6,0.18,12,0.001024,12,1,1,7.45528636576556
8000,6,0.18,12,0.001024,14,1,1,6.76289663993393
8000,6,0.18,12,0.001024,16,1,1,5.99101386488877
8000,6,0.18,12,0.001024,18,1,1,5.10369702237008
8000,6,0.18,12,0.00128,12,1,1,6.66821084223167
8000,6,0.18,12,0.00128,14,1,1,6.04891864467888
8000,6,0.18,12,0.00128,16,1,1,5.35852570241401
8000,6,0.18,12,0.00128,18,1,1,4.5648853914331
8000,6,0.18,12,0.002048,12,1,1,5.27168354492044
8000,6,0.18,12,0.002048,14,1,1,4.782090074561
8000,6,0.18,12,0.002048,16,1,1,4.23628653004547
8000,6,0.18,14,0.000768,12,1,1,7.97003637170908
8000,6,0.18,14,0.000768,14,1,1,7.22984061965642
8000,6,0.18,14,0.000768,16,1,1,6.4046632233789
8000,6,0.18,14,0.000768,18,1,1,5.45608161817348
8000,6,0.18,14,0.001024,12,1,1,6.90225396698602
8000,6,0.18,14,0.001024,14,1,1,6.26122564193509
8000,6,0.18,14,0.001024,16,1,1,5.54660105413006
8000,6,0.18,14,0.001024,18,1,1,4.72510528645954
8000,6,0.18,14,0.00128,12,1,1,6.17356362725933
8000,6,0.18,14,0.00128,14,1,1,5.60021046313264
8000,6,0.18,14,0.00128,16,1,1,4.96103080044272
8000,6,0.18,14,0.00128,18,1,1,4.22626264854686
8000,6,0.18,14,0.002048,12,1,1,4.88063058552756
8000,6,0.18,14,0.002048,14,1,1,4.42735510995139
8000,6,0.18,14,0.002048,16,1,1,3.92203921791182
8000,6,0.18,16,0.000768,12,1,1,7.45528636576556
8000,6,0.18,16,0.000768,14,1,1,6.76289663993393
8000,6,0.18,16,0.000768,16,1,1,5.99101386488877
8000,6,0.18,16,0.000768,18,1,1,5.10369702237008
8000,6,0.18,16,0.001024,12,1,1,6.45646738524074
8000,6,0.18,16,0.001024,14,1,1,5.85684029335121
8000,6,0.18,16,0.001024,16,1,1,5.18837020141846
8000,6,0.18,16,0.001024,18,1,1,4.41993127459148
8000,6,0.18,16,0.00128,12,1,1,5.77483998716345
8000,6,0.18,16,0.00128,14,1,1,5.23851721171724
8000,6,0.18,16,0.00128,16,1,1,4.64061938512238
8000,6,0.18,16,0.00128,18,1,1,3.95330671434554
8000,6,0.18,16,0.002048,12,1,1,4.56541187061351
8000,6,0.18,16,0.002048,14,1,1,4.14141148775525
8000,6,0.18,16,0.002048,16,1,1,3.66873175272921
8000,6,0.18,18,0.000768,12,1,1,7.02891139322726
8000,6,0.18,18,0.000768,14,1,1,6.37612009941467
8000,6,0.18,18,0.000768,16,1,1,5.64838204006063
8000,6,0.18,18,0.000768,18,1,1,4.81181169818596
8000,6,0.18,18,0.001024,12,1,1,6.08721582748468
8000,6,0.18,18,0.001024,14,1,1,5.52188198367366
8000,6,0.18,18,0.001024,16,1,1,4.89164233697228
8000,6,0.18,18,0.001024,18,1,1,4.16715116885618
8000,6,0.18,18,0.00128,12,1,1,5.44457135358735
8000,6,0.18,18,0.00128,14,1,1,4.93892139169028
8000,6,0.18,18,0.00128,16,1,1,4.37521791483438
8000,6,0.18,18,0.002048,12,1,1,4.30431159016049
8000,6,0.18,18,0.002048,14,1,1,3.90456019556747
8000,6,0.18,20,0.000768,12,1,1,6.66821084223167
8000,6,0.18,20,0.000768,14,1,1,6.04891864467888
8000,6,0.18,20,0.000768,16,1,1,5.35852570241401
8000,6,0.18,20,0.000768,18,1,1,4.5648853914331
8000,6,0.18,20,0.001024,12,1,1,5.77483998716345
8000,6,0.18,20,0.001024,14,1,1,5.23851721171724
8000,6,0.18,20,0.001024,16,1,1,4.64061938512238
8000,6,0.18,20,0.00128,12,1,1,5.16517390819259
8000,6,0.18,20,0.00128,14,1,1,4.68547223468096
8000,6,0.18,20,0.00128,16,1,1,4.15069616113477
8000,6,0.18,20,0.002048,12,1,1,4.08342851519051
8000,6,0.18,20,0.002048,14,1,1,3.70419104376771
8000,6,0.25,2,0.000768,16,1,1,14
8000,6,0.25,2,0.000768,18,1,1,14
8000,6,0.25,2,0.000768,20,1,1,14
8000,6,0.25,2,0.000768,22,1,1,14
8000,6,0.25,2,0.000768,24,1,1,14
8000,6,0.25,2,0.000768,28,1,1,14
8000,6,0.25,2,0.001024,16,1,1,14
8000,6,0.25,2,0.001024,18,1,1,14
8000,6,0.25,2,0.001024,20,1,1,14
8000,6,0.25,2,0.001024,22,1,1,14
8000,6,0.25,2,0.001024,24,1,1,14
8000,6,0.25,2,0.001024,28,1,1,12.3058604702654
8000,6,0.25,2,0.00128,16,1,1,14
8000,6,0.25,2,0.00128,18,1,1,14
8000,6,0.25,2,0.00128,20,1,1,14
8000,6,0.25,2,0.00128,22,1,1,14
8000,6,0.25,2,0.00128,24,1,1,14
8000,6,0.25,2,0.00128,28,1,1,11.0066962132564
8000,6,0.25,2,0.002048,16,1,1,14
8000,6,0.25,2,0.002048,18,1,1,14
8000,6,0.25,2,0.002048,20,1,1,13.923052357673
8000,6,0.25,2,0.002048,22,1,1,12.8186510778273
8000,6,0.25,2,0.002048,24,1,1,11.609661664134
8000,6,0.25,2,0.002048,28,1,1,8.70155738686017
8000,6,0.25,4,0.000768,16,1,1,14
8000,6,0.25,4,0.000768,18,1,1,14
8000,6,0.25,4,0.000768,20,1,1,14
8000,6,0.25,4,0.000768,22,1,1,14
8000,6,0.25,4,0.000768,24,1,1,13.4056825739765
8000,6,0.25,4,0.000768,28,1,1,10.0476929993454
8000,6,0.25,4,0.001024,16,1,1,14
8000,6,0.25,4,0.001024,18,1,1,14
8000,6,0.25,4,0.001024,20,1,1,13.923052357673
8000,6,0.25,4,0.001024,22,1,1,12.8186510778273
8000,6,0.25,4,0.001024,24,1,1,11.609661664134
8000,6,0.25,4,0.001024,28,1,1,8.70155738686017
8000,6,0.25,4,0.00128,16,1,1,14
8000,6,0.25,4,0.00128,18,1,1,13.3681699107671
8000,6,0.25,4,0.00128,20,1,1,12.4531566104182
8000,6,0.25,4,0.00128,22,1,1,11.4653500759491
8000,6,0.25,4,0.00128,24,1,1,10.3839970707108
8000,6,0.25,4,0.00128,28,1,1,7.78290953085391
8000,6,0.25,4,0.002048,16,1,1,11.245410840724
8000,6,0.25,4,0.002048,18,1,1,10.5684662665385
8000,6,0.25,4,0.002048,20,1,1,9.84508473692593
8000,6,0.25,4,0.002048,22,1,1,9.06415510279593
8000,6,0.25,4,0.002048,24,1,1,8.20927048999064
8000,6,0.25,4,0.002048,28,1,1,6.15293023513272
8000,6,0.25,6,0.000768,16,1,1,14
8000,6,0.25,6,0.000768,18,1,1,14
8000,6,0.25,6,0.000768,20,1,1,13.1267796492346
8000,6,0.25,6,0.000768,22,1,1,12.0855401370612
8000,6,0.25,6,0.000768,24,1,1,10.9456939866542
8000,6,0.25,6,0.000768,28,1,1,8.20390698017696
8000,6,0.25,6,0.001024,16,1,1,12.9850819520799
8000,6,0.25,6,0.001024,18,1,1,12.203413687815
8000,6,0.25,6,0.001024,20,1,1,11.3681246461177
8000,6,0.25,6,0.001024,22,1,1,10.4663847771515
8000,6,0.25,6,0.001024,24,1,1,9.47924905449309
8000,6,0.25,6,0.001024,28,1,1,7.10479185511772
8000,6,0.25,6,0.00128,16,1,1,11.6142103753025
8000,6,0.25,6,0.00128,18,1,1,10.9150650254023
8000,6,0.25,6,0.00128,20,1,1,10.167959794164
8000,6,0.25,6,0.00128,22,1,1,9.36141913615189
8000,6,0.25,6,0.00128,24,1,1,8.47849810459886
8000,6,0.25,6,0.00128,28,1,1,6.35471902161203
8000,6,0.25,6,0.002048,16,1,1,9.18183950257872
8000,6,0.25,6,0.002048,18,1,1,8.62911657227869
8000,6,0.25,6,0.002048,20,1,1,8.03847802664376
8000,6,0.25,6,0.002048,22,1,1,7.40085165043148
8000,6,0.25,6,0.002048,24,1,1,6.70284128698823
8000,6,0.25,6,0.002048,28,1,1,5.02384649967269
8000,6,0.25,8,0.000768,16,1,1,12.9850819520799
8000,6,0.25,8,0.000768,18,1,1,12.203413687815
8000,6,0.25,8,0.000768,20,1,1,11.3681246461177
8000,6,0.25,8,0.000768,22,1,1,10.4663847771515
8000,6,0.25,8,0.000768,24,1,1,9.47924905449309
8000,6,0.25,8,0.000768,28,1,1,7.10479185511772
8000,6,0.25,8,0.001024,16,1,1,11.245410840724
8000,6,0.25,8,0.001024,18,1,1,10.5684662665385
8000,6,0.25,8,0.001024,20,1,1,9.84508473692593
8000,6,0.25,8,0.001024,22,1,1,9.06415510279593
8000,6,0.25,8,0.001024,24,1,1,8.20927048999064
8000,6,0.25,8,0.001024,28,1,1,6.15293023513272
8000,6,0.25,8,0.00128,16,1,1,10.0582012299088
8000,6,0.25,8,0.00128,18,1,1,9.4527235959574
8000,6,0.25,8,0.00128,20,1,1,8.8057114864048
8000,6,0.25,8,0.00128,22,1,1,8.10722678738131
8000,6,0.25,8,0.00128,24,1,1,7.34259474452083
8000,6,0.25,8,0.00128,28,1,1,5.50334810662821
8000,6,0.25,8,0.002048,16,1,1,7.95170626270465
8000,6,0.25,8,0.002048,18,1,1,7.47303416381065
8000,6,0.25,8,0.002048,20,1,1,6.9615261788365
8000,6,0.25,8,0.002048,22,1,1,6.40932553891365
8000,6,0.25,8,0.002048,24,1,1,5.80483083206699
8000,6,0.25,8,0.002048,28,1,1,4.35077869343008
8000,6,0.25,10,0.000768,16,1,1,11.6142103753025
8000,6,0.25,10,0.000768,18,1,1,10.9150650254023
8000,6,0.25,10,0.000768,20,1,1,10.167959794164
8000,6,0.25,10,0.000768,22,1,1,9.36141913615189
8000,6,0.25,10,0.000768,24,1,1,8.47849810459886
8000,6,0.25,10,0.000768,28,1,1,6.35471902161203
8000,6,0.25,10,0.001024,16,1,1,10.0582012299088
8000,6,0.25,10,0.001024,18,1,1,9.4527235959574
8000,6,0.25,10,0.001024,20,1,1,8.8057114864048
8000,6,0.25,10,0.001024,22,1,1,8.10722678738131
8000,6,0.25,10,0.001024,24,1,1,7.34259474452083
8000,6,0.25,10,0.001024,28,1,1,5.50334810662821
8000,6,0.25,10,0.00128,16,1,1,8.99632867257919
8000,6,0.25,10,0.00128,18,1,1,8.4547730132308
8000,6,0.25,10,0.00128,20,1,1,7.87606778954074
8000,6,0.25,10,0.00128,22,1,1,7.25132408223674
8000,6,0.25,10,0.00128,24,1,1,6.56741639199251
8000,6,0.25,10,0.00128,28,1,1,4.92234418810617
8000,6,0.25,10,0.002048,16,1,1,7.11222229620736
8000,6,0.25,10,0.002048,18,1,1,6.68408495538356
8000,6,0.25,10,0.002048,20,1,1,6.22657830520911
8000,6,0.25,10,0.002048,22,1,1,5.73267503797456
8000,6,0.25,10,0.002048,24,1,1,5.19199853535538
8000,6,0.25,12,0.000768,16,1,1,10.6022750169395
8000,6,0.25,12,0.000768,18,1,1,9.96404555174753
8000,6,0.25,12,0.000768,20,1,1,9.28203490511533
8000,6,0.25,12,0.000768,22,1,1,8.5457673852182
8000,6,0.25,12,0.000768,24,1,1,7.73977444275599
8000,6,0.25,12,0.000768,28,1,1,5.80103825790678
8000,6,0.25,12,0.001024,16,1,1,9.18183950257872
8000,6,0.25,12,0.001024,18,1,1,8.62911657227869
8000,6,0.25,12,0.001024,20,1,1,8.03847802664376
8000,6,0.25,12,0.001024,22,1,1,7.40085165043148
8000,6,0.25,12,0.001024,24,1,1,6.70284128698823
8000,6,0.25,12,0.001024,28,1,1,5.02384649967269
8000,6,0.25,12,0.00128,16,1,1,8.21248691450355
8000,6,0.25,12,0.00128,18,1,1,7.71811649655405
8000,6,0.25,12,0.00128,20,1,1,7.18983332128552
8000,6,0.25,12,0.00128,22,1,1,6.61952295270252
8000,6,0.25,12,0.00128,24,1,1,5.99520350403915
8000,6,0.25,12,0.002048,16,1,1,6.49254097603993
8000,6,0.25,12,0.002048,18,1,1,6.10170684390748
8000,6,0.25,12,0.002048,20,1,1,5.68406232305886
8000,6,0.25,12,0.002048,22,1,1,5.23319238857575
8000,6,0.25,12,0.002048,24,1,1,4.73962452724654
8000,6,0.25,14,0.000768,16,1,1,9.81579931399898
8000,6,0.25,14,0.000768,18,1,1,9.22491364685714
8000,6,0.25,14,0.000768,20,1,1,8.59349448194618
8000,6,0.25,14,0.000768,22,1,1,7.91184321321573
8000,6,0.25,14,0.000768,24,1,1,7.16563874680939
8000,6,0.25,14,0.000768,28,1,1,5.37071781871964
8000,6,0.25,14,0.001024,16,1,1,8.50073156437299
8000,6,0.25,14,0.001024,18,1,1,7.98900956589604
8000,6,0.25,14,0.001024,20,1,1,7.44218452864679
8000,6,0.25,14,0.001024,22,1,1,6.85185721340432
8000,6,0.25,14,0.001024,24,1,1,6.20562518907902
8000,6,0.25,14,0.001024,28,1,1,4.65117806756896
8000,6,0.25,14,0.00128,16,1,1,7.60328545456645
8000,6,0.25,14,0.00128,18,1,1,7.14558738489585
8000,6,0.25,14,0.00128,20,1,1,6.65649220286058
8000,6,0.25,14,0.00128,22,1,1,6.12848740051774
8000,6,0.25,14,0.00128,24,1,1,5.55047990626627
8000,6,0.25,14,0.002048,16,1,1,6.01092493421467
8000,6,0.25,14,0.002048,18,1,1,5.64908283900928
8000,6,0.25,14,0.002048,20,1,1,5.26241914704775
8000,6,0.25,14,0.002048,22,1,1,4.84499469932016
8000,6,0.25,14,0.002048,24,1,1,4.38803965269983
8000,6,0.25,16,0.000768,16,1,1,9.18183950257872
8000,6,0.25,16,0.000768,18,1,1,8.62911657227869
8000,6,0.25,16,0.000768,20,1,1,8.03847802664376
8000,6,0.25,16,0.000768,22,1,1,7.40085165043148
8000,6,0.25,16,0.000768,24,1,1,6.70284128698823
8000,6,0.25,16,0.000768,28,1,1,5.02384649967269
8000,6,0.25,16,0.001024,16,1,1,7.95170626270465
8000,6,0.25,16,0.001024,18,1,1,7.47303416381065
8000,6,0.25,16,0.001024,20,1,1,6.9615261788365
8000,6,0.25,16,0.001024,22,1,1,6.40932553891365
8000,6,0.25,16,0.001024,24,1,1,5.80483083206699
8000,6,0.25,16,0.00128,16,1,1,7.11222229620736
8000,6,0.25,16,0.00128,18,1,1,6.68408495538356
8000,6,0.25,16,0.00128,20,1,1,6.22657830520911
8000,6,0.25,16,0.00128,22,1,1,5.73267503797456
8000,6,0.25,16,0.00128,24,1,1,5.19199853535538
8000,6,0.25,16,0.002048,16,1,1,5.62270542036199
8000,6,0.25,16,0.002048,18,1,1,5.28423313326925
8000,6,0.25,16,0.002048,20,1,1,4.92254236846296
8000,6,0.25,16,0.002048,22,1,1,4.53207755139796
8000,6,0.25,16,0.002048,24,1,1,4.10463524499532
8000,6,0.25,18,0.000768,16,1,1,8.65672130138657
8000,6,0.25,18,0.000768,18,1,1,8.13560912520998
8000,6,0.25,18,0.000768,20,1,1,7.57874976407848
8000,6,0.25,18,0.000768,22,1,1,6.97758985143433
8000,6,0.25,18,0.000768,24,1,1,6.31949936966206
8000,6,0.25,18,0.001024,16,1,1,7.49694056048266
8000,6,0.25,18,0.001024,18,1,1,7.04564417769233
8000,6,0.25,18,0.001024,20,1,1,6.56338982461728
8000,6,0.25,18,0.001024,22,1,1,6.04277006853062
8000,6,0.25,18,0.001024,24,1,1,5.47284699332709
8000,6,0.25,18,0.00128,16,1,1,6.70546748660584
8000,6,0.25,18,0.00128,18,1,1,6.30181573063826
8000,6,0.25,18,0.00128,20,1,1,5.87047432426987
8000,6,0.25,18,0.00128,22,1,1,5.40481785825421
8000,6,0.25,18,0.00128,24,1,1,4.89506316301388
8000,6,0.25,18,0.002048,16,1,1,5.30113750846976
8000,6,0.25,18,0.002048,18,1,1,4.98202277587376
8000,6,0.25,18,0.002048,20,1,1,4.64101745255767
8000,6,0.25,18,0.002048,22,1,1,4.2728836926091
8000,6,0.25,18,0.002048,24,1,1,3.86988722137799
8000,6,0.25,20,0.000768,16,1,1,8.21248691450355
8000,6,0.25,20,0.000768,18,1,1,7.71811649655405
8000,6,0.25,20,0.000768,20,1,1,7.18983332128552
8000,6,0.25,20,0.000768,22,1,1,6.61952295270252
8000,6,0.25,20,0.000768,24,1,1,5.99520350403915
8000,6,0.25,20,0.001024,16,1,1,7.11222229620736
8000,6,0.25,20,0.001024,18,1,1,6.68408495538356
8000,6,0.25,20,0.001024,20,1,1,6.22657830520911
8000,6,0.25,20,0.001024,22,1,1,5.73267503797456
8000,6,0.25,20,0.001024,24,1,1,5.19199853535538
8000,6,0.25,20,0.00128,16,1,1,6.36136501016372
8000,6,0.25,20,0.00128,18,1,1,5.97842733104852
8000,6,0.25,20,0.00128,20,1,1,5.5692209430692
8000,6,0.25,20,0.00128,22,1,1,5.12746043113092
8000,6,0.25,20,0.00128,24,1,1,4.64386466565359
8000,6,0.25,20,0.002048,16,1,1,5.02910061495438
8000,6,0.25,20,0.002048,18,1,1,4.7263617979787
8000,6,0.25,20,0.002048,20,1,1,4.4028557432024
8000,6,0.25,20,0.002048,22,1,1,4.05361339369066
8000,6,0.25,20,0.002048,24,1,1,3.67129737226041
8000,6,0.5,2,0.000768,32,1,1,14
8000,6,0.5,2,0.000768,48,1,1,14
8000,6,0.5,2,0.001024,32,1,1,14
8000,6,0.5,2,0.001024,48,1,1,14
8000,6,0.5,2,0.00128,32,1,1,14
8000,6,0.5,2,0.00128,48,1,1,14
8000,6,0.5,2,0.002048,32,1,1,14
8000,6,0.5,2,0.002048,48,1,1,14
8000,6,0.5,4,0.000768,32,1,1,14
8000,6,0.5,4,0.000768,48,1,1,14
8000,6,0.5,4,0.001024,32,1,1,14
8000,6,0.5,4,0.001024,48,1,1,14
8000,6,0.5,4,0.00128,32,1,1,14
8000,6,0.5,4,0.00128,48,1,1,14
8000,6,0.5,4,0.002048,32,1,1,14
8000,6,0.5,4,0.002048,48,1,1,12.2291058424307
8000,6,0.5,6,0.000768,32,1,1,14
8000,6,0.5,6,0.000768,48,1,1,14
8000,6,0.5,6,0.001024,32,1,1,14
8000,6,0.5,6,0.001024,48,1,1,14
8000,6,0.5,6,0.00128,32,1,1,14
8000,6,0.5,6,0.00128,48,1,1,12.6301662044645
8000,6,0.5,6,0.002048,32,1,1,13.3587752857577
8000,6,0.5,6,0.002048,48,1,1,9.98502310814794
8000,6,0.5,8,0.000768,32,1,1,14
8000,6,0.5,8,0.000768,48,1,1,14
8000,6,0.5,8,0.001024,32,1,1,14
8000,6,0.5,8,0.001024,48,1,1,12.2291058424307
8000,6,0.5,8,0.00128,32,1,1,14
8000,6,0.5,8,0.00128,48,1,1,10.9380447870859
8000,6,0.5,8,0.002048,32,1,1,11.5690387609139
8000,6,0.5,8,0.002048,48,1,1,8.64728366903077
8000,6,0.5,10,0.000768,32,1,1,14
8000,6,0.5,10,0.000768,48,1,1,12.6301662044645
8000,6,0.5,10,0.001024,32,1,1,14
8000,6,0.5,10,0.001024,48,1,1,10.9380447870859
8000,6,0.5,10,0.00128,32,1,1,13.0888732154435
8000,6,0.5,10,0.00128,48,1,1,9.78328467394455
8000,6,0.5,10,0.002048,32,1,1,10.3476628414933
8000,6,0.5,10,0.002048,48,1,1,7.73436564187064
8000,6,0.5,12,0.000768,32,1,1,14
8000,6,0.5,12,0.000768,48,1,1,11.5297115587077
8000,6,0.5,12,0.001024,32,1,1,13.3587752857577
8000,6,0.5,12,0.001024,48,1,1,9.98502310814794
8000,6,0.5,12,0.00128,32,1,1,11.9484518540393
8000,6,0.5,12,0.00128,48,1,1,8.93087617069001
8000,6,0.5,12,0.002048,32,1,1,9.44608059290652
8000,6,0.5,12,0.002048,48,1,1,7.06047755007579
8000,6,0.5,14,0.000768,32,1,1,14
8000,6,0.5,14,0.000768,48,1,1,10.6744387056315
8000,6,0.5,14,0.001024,32,1,1,12.3678226678993
8000,6,0.5,14,0.001024,48,1,1,9.24433509021676
8000,6,0.5,14,0.00128,32,1,1,11.0621168876342
8000,6,0.5,14,0.00128,48,1,1,8.26838466740453
8000,6,0.5,14,0.002048,32,1,1,8.74537127698427
8000,6,0.5,14,0.002048,48,1,1,6.53673202985302
8000,6,0.5,16,0.000768,32,1,1,13.3587752857577
8000,6,0.5,16,0.000768,48,1,1,9.98502310814794
8000,6,0.5,16,0.001024,32,1,1,11.5690387609139
8000,6,0.5,16,0.001024,48,1,1,8.64728366903077
8000,6,0.5,16,0.00128,32,1,1,10.3476628414933
8000,6,0.5,16,0.00128,48,1,1,7.73436564187064
8000,6,0.5,16,0.002048,32,1,1,8.18054575965222
8000,6,0.5,16,0.002048,48,1,1,6.11455292121535
8000,6,0.5,18,0.000768,32,1,1,12.5947741238754
8000,6,0.5,18,0.000768,48,1,1,9.41397006676772
8000,6,0.5,18,0.001024,32,1,1,10.907394346203
8000,6,0.5,18,0.001024,48,1,1,8.15273722828713
8000,6,0.5,18,0.00128,32,1,1,9.75587008620267
8000,6,0.5,18,0.00128,48,1,1,7.2920298580573
8000,6,0.5,18,0.002048,32,1,1,7.71269250727592
8000,6,0.5,18,0.002048,48,1,1,5.76485577935385
8000,6,0.5,20,0.000768,32,1,1,11.9484518540393
8000,6,0.5,20,0.000768,48,1,1,8.93087617069001
8000,6,0.5,20,0.001024,32,1,1,10.3476628414933
8000,6,0.5,20,0.001024,48,1,1,7.73436564187064
8000,6,0.5,20,0.00128,32,1,1,9.2552310087311
8000,6,0.5,20,0.00128,48,1,1,6.91782693522462
8000,6,0.5,20,0.002048,32,1,1,7.31690256465201
8000,6,0.5,20,0.002048,48,1,1,5.46902239354297
8000,6,1.14,2,0.000768,90,1,1,14
8000,6,1.14,2,0.001024,90,1,1,14
8000,6,1.14,2,0.00128,90,1,1,14
8000,6,1.14,2,0.002048,90,1,1,14
8000,6,1.14,4,0.000768,90,1,1,14
8000,6,1.14,4,0.001024,90,1,1,14
8000,6,1.14,4,0.00128,90,1,1,14
8000,6,1.14,4,0.002048,90,1,1,14
8000,6,1.14,6,0.000768,90,1,1,14
8000,6,1.14,6,0.001024,90,1,1,14
8000,6,1.14,6,0.00128,90,1,1,14
8000,6,1.14,6,0.002048,90,1,1,14
8000,6,1.14,8,0.000768,90,1,1,14
8000,6,1.14,8,0.001024,90,1,1,14
8000,6,1.14,8,0.00128,90,1,1,14
8000,6,1.14,8,0.002048,90,1,1,14
8000,6,1.14,10,0.000768,90,1,1,14
8000,6,1.14,10,0.001024,90,1,1,14
8000,6,1.14,10,0.00128,90,1,1,14
8000,6,1.14,10,0.002048,90,1,1,14
8000,6,1.14,12,0.000768,90,1,1,14
8000,6,1.14,12,0.001024,90,1,1,14
8000,6,1.14,12,0.00128,90,1,1,14
8000,6,1.14,12,0.002048,90,1,1,12.9539053438859
8000,6,1.14,14,0.000768,90,1,1,14
8000,6,1.14,14,0.001024,90,1,1,14
8000,6,1.14,14,0.00128,90,1,1,14
8000,6,1.14,14,0.002048,90,1,1,11.9929859379206
8000,6,1.14,16,0.000768,90,1,1,14
8000,6,1.14,16,0.001024,90,1,1,14
8000,6,1.14,16,0.00128,90,1,1,14
8000,6,1.14,16,0.002048,90,1,1,11.2184111060241
8000,6,1.14,18,0.000768,90,1,1,14
8000,6,1.14,18,0.001024,90,1,1,14
8000,6,1.14,18,0.00128,90,1,1,13.3787359107246
8000,6,1.14,18,0.002048,90,1,1,10.5768194229442
8000,6,1.14,20,0.000768,90,1,1,14
8000,6,1.14,20,0.001024,90,1,1,14
8000,6,1.14,20,0.00128,90,1,1,12.692183307533
8000,6,1.14,20,0.002048,90,1,1,10.0340519330434
8000,7,0.015,2,0.000768,1,1,1,5.42193181994755
8000,7,0.015,2,0.001024,1,1,1,4.69553069366177
8000,7,0.015,2,0.00128,1,1,1,4.19981032858578
8000,7,0.015,2,0.002048,1,1,1,3.32024159475781
8000,7,0.015,4,0.000768,1,1,1,3.83388475701603
8000,7,0.015,4,0.001024,1,1,1,3.32024159475781
8000,7,0.03,2,0.000768,2,1,1,2.2796329153568
8000,7,0.03,2,0.001024,2,1,1,1.97422001600217
8000,7,0.03,2,0.00128,2,1,1,1.76579606332863
8000,7,0.03,2,0.002048,2,1,1,1.39598436086935
8000,7,0.03,4,0.000768,2,1,1,1.61194389306485
8000,7,0.03,4,0.001024,2,1,1,1.39598436086935
8000,7,0.06,2,0.000768,4,1,1,3.22388778612971
8000,7,0.06,2,0.001024,4,1,1,2.7919687217387
8000,7,0.06,2,0.00128,4,1,1,2.49721274114437
8000,7,0.06,2,0.002048,4,1,1,1.97422001600217
8000,7,0.06,4,0.000768,4,1,1,2.2796329153568
8000,7,0.06,4,0.001024,4,1,1,1.97422001600217
8000,7,0.06,4,0.00128,4,1,1,1.76579606332863
8000,7,0.06,4,0.002048,4,1,1,1.39598436086935
8000,7,0.06,6,0.000768,4,1,1,1.86131248115913
8000,7,0.06,6,0.001024,4,1,1,1.61194389306485
8000,7,0.06,6,0.00128,4,1,1,1.44176644832347
8000,7,0.06,8,0.000768,4,1,1,1.61194389306485
8000,7,0.06,8,0.001024,4,1,1,1.39598436086935
8000,7,0.06,8,0.00128,4,1,1,1.24860637057218
8000,7,0.06,10,0.000768,4,1,1,1.44176644832347
8000,7,0.07,2,0.000768,6,1,1,6.43989662632295
8000,7,0.07,2,0.001024,6,1,1,5.57711407614137
