delta,flipAngle,TR,numSatPulse,pulseDur,numExc,satTrainPerBoost,TR_MT,b1
8000,7,0.5,14,0.000768,32,1,1,11.6139049251787
8000,7,0.5,14,0.000768,48,1,1,3.51754995523404
8000,7,0.5,14,0.001024,32,1,1,10.057936702342
8000,7,0.5,14,0.001024,48,1,1,3.04628762031349
8000,7,0.5,14,0.00128,32,1,1,8.99609207193068
8000,7,0.5,14,0.00128,48,1,1,2.72468247921481
8000,7,0.5,14,0.002048,32,1,1,7.11203524697106
8000,7,0.5,14,0.002048,48,1,1,2.1540506337683
8000,7,0.5,16,0.000768,32,1,1,10.8638132881463
8000,7,0.5,16,0.000768,48,1,1,3.29036669333695
8000,7,0.5,16,0.001024,32,1,1,9.40833828950564
8000,7,0.5,16,0.001024,48,1,1,2.849541144196
8000,7,0.5,16,0.00128,32,1,1,8.41507358825948
8000,7,0.5,16,0.00128,48,1,1,2.54870708124191
8000,7,0.5,16,0.002048,32,1,1,6.65269980420648
8000,7,0.5,16,0.002048,48,1,1,2.01492986633106
8000,7,0.5,18,0.000768,32,1,1,10.2425013941237
8000,7,0.5,18,0.000768,48,1,1,3.10218746859855
8000,7,0.5,18,0.001024,32,1,1,8.87026640560864
8000,7,0.5,18,0.001024,48,1,1,2.68657315510808
8000,7,0.5,18,0.00128,32,1,1,7.93380746458945
8000,7,0.5,18,0.00128,48,1,1,2.40294408053911
8000,7,0.5,18,0.002048,32,1,1,6.27222552633709
8000,7,0.5,18,0.002048,48,1,1,1.89969409613066
8000,7,0.5,20,0.000768,32,1,1,9.71689000286424
8000,7,0.5,20,0.000768,48,1,1,2.94299343888105
8000,7,0.5,20,0.001024,32,1,1,8.41507358825948
8000,7,0.5,20,0.001024,48,1,1,2.54870708124191
8000,7,0.5,20,0.00128,32,1,1,7.52667063160451
8000,7,0.5,20,0.00128,48,1,1,2.2796329153568
8000,7,0.5,20,0.002048,32,1,1,5.95035559844209
8000,7,0.5,20,0.002048,48,1,1,1.80220806040433
8000,7,1.14,2,0.000768,90,1,1,14
8000,7,1.14,2,0.001024,90,1,1,14
8000,7,1.14,2,0.00128,90,1,1,14
8000,7,1.14,2,0.002048,90,1,1,14
8000,7,1.14,4,0.000768,90,1,1,14
8000,7,1.14,4,0.001024,90,1,1,14
8000,7,1.14,4,0.00128,90,1,1,14
8000,7,1.14,4,0.002048,90,1,1,14
8000,7,1.14,6,0.000768,90,1,1,14
8000,7,1.14,6,0.001024,90,1,1,14
8000,7,1.14,6,0.00128,90,1,1,14
8000,7,1.14,6,0.002048,90,1,1,13.1178827593646
8000,7,1.14,8,0.000768,90,1,1,14
8000,7,1.14,8,0.001024,90,1,1,14
8000,7,1.14,8,0.00128,90,1,1,14
8000,7,1.14,8,0.002048,90,1,1,11.3604197134756
8000,7,1.14,10,0.000768,90,1,1,14
8000,7,1.14,10,0.001024,90,1,1,14
8000,7,1.14,10,0.00128,90,1,1,12.8528477064383
8000,7,1.14,10,0.002048,90,1,1,10.1610682929041
8000,7,1.14,12,0.000768,90,1,1,14
8000,7,1.14,12,0.001024,90,1,1,13.1178827593646
8000,7,1.14,12,0.00128,90,1,1,11.7329910283247
8000,7,1.14,12,0.002048,90,1,1,9.2757438539568
8000,7,1.14,14,0.000768,90,1,1,14
8000,7,1.14,14,0.001024,90,1,1,12.1447995250796
8000,7,1.14,14,0.00128,90,1,1,10.862638924474
8000,7,1.14,14,0.002048,90,1,1,8.58767010033492
8000,7,1.14,16,0.000768,90,1,1,13.1178827593646
8000,7,1.14,16,0.001024,90,1,1,11.3604197134756
8000,7,1.14,16,0.00128,90,1,1,10.1610682929041
8000,7,1.14,16,0.002048,90,1,1,8.03302981652396
8000,7,1.14,18,0.000768,90,1,1,12.3676584719424
8000,7,1.14,18,0.001024,90,1,1,10.710706422032
8000,7,1.14,18,0.00128,90,1,1,9.5799470586828
8000,7,1.14,18,0.002048,90,1,1,7.5736131423171
8000,7,1.14,20,0.000768,90,1,1,11.7329910283247
8000,7,1.14,20,0.001024,90,1,1,10.1610682929041
8000,7,1.14,20,0.00128,90,1,1,9.08833577078052
8000,7,1.14,20,0.002048,90,1,1,7.1849602940121
8000,8,0.015,2,0.000768,1,1,1,3.60413719748004
8000,8,0.015,2,0.001024,1,1,1,3.12127437174217
8000,8,0.015,2,0.00128,1,1,1,2.79175266865738
8000,8,0.015,2,0.002048,1,1,1,2.20707427420267
8000,8,0.015,4,0.000768,1,1,1,2.54850985266482
8000,8,0.015,4,0.001024,1,1,1,2.20707427420267
8000,8,0.03,2,0.000768,2,1,1,6.63520104721199
8000,8,0.03,2,0.001024,2,1,1,5.7462526661027
8000,8,0.03,2,0.00128,2,1,1,5.13960463091801
8000,8,0.03,2,0.002048,2,1,1,4.0632142266125
8000,8,0.03,4,0.000768,2,1,1,4.69179565501968
8000,8,0.03,4,0.001024,2,1,1,4.0632142266125
8000,8,0.06,2,0.000768,4,1,1,9.38359131003937
8000,8,0.06,2,0.001024,4,1,1,8.12642845322499
8000,8,0.06,2,0.00128,4,1,1,7.26849857427982
8000,8,0.06,2,0.002048,4,1,1,5.7462526661027
8000,8,0.06,4,0.000768,4,1,1,6.63520104721199
8000,8,0.06,4,0.001024,4,1,1,5.7462526661027
8000,8,0.06,4,0.00128,4,1,1,5.13960463091801
8000,8,0.06,4,0.002048,4,1,1,4.0632142266125
8000,8,0.06,6,0.000768,4,1,1,5.41761896881666
8000,8,0.06,6,0.001024,4,1,1,4.69179565501968
8000,8,0.06,6,0.00128,4,1,1,4.19646960846487
8000,8,0.06,8,0.000768,4,1,1,4.69179565501968
8000,8,0.06,8,0.001024,4,1,1,4.0632142266125
8000,8,0.06,8,0.00128,4,1,1,3.63424928713991
8000,8,0.06,10,0.000768,4,1,1,4.19646960846487
8000,8,0.07,2,0.000768,6,1,1,13.1427769642846
8000,8,0.07,2,0.001024,6,1,1,11.3819787273434
8000,8,0.07,2,0.00128,6,1,1,10.1803512611185
8000,8,0.07,2,0.002048,6,1,1,8.04827434142552
8000,8,0.07,4,0.000768,6,1,1,9.29334671506796
8000,8,0.07,4,0.001024,6,1,1,8.04827434142552
8000,8,0.07,4,0.00128,6,1,1,7.19859541159793
8000,8,0.07,6,0.000768,6,1,1,7.58798581822891
8000,8,0.08,2,0.000768,6,1,1,10.8352379376333
8000,8,0.08,2,0.001024,6,1,1,9.38359131003936
8000,8,0.08,2,0.00128,6,1,1,8.39293921692973
8000,8,0.08,2,0.002048,6,1,1,6.63520104721199
8000,8,0.08,4,0.000768,6,1,1,7.66167022147026
8000,8,0.08,4,0.001024,6,1,1,6.63520104721199
8000,8,0.08,4,0.00128,6,1,1,5.93470423437752
8000,8,0.08,4,0.002048,6,1,1,4.69179565501968
8000,8,0.08,6,0.000768,6,1,1,6.25572754002624
8000,8,0.08,6,0.001024,6,1,1,5.41761896881666
8000,8,0.08,6,0.00128,6,1,1,4.84566571618655
8000,8,0.08,6,0.002048,6,1,1,3.83083511073513
8000,8,0.08,8,0.000768,6,1,1,5.41761896881666
8000,8,0.08,8,0.001024,6,1,1,4.69179565501968
8000,8,0.08,8,0.00128,6,1,1,4.19646960846486
8000,8,0.08,10,0.000768,6,1,1,4.84566571618655
8000,8,0.08,10,0.001024,6,1,1,4.19646960846486
8000,8,0.08,10,0.00128,6,1,1,3.75343652401575
8000,8,0.08,12,0.000768,6,1,1,4.423467364808
8000,8,0.08,12,0.001024,6,1,1,3.83083511073513
8000,8,0.08,14,0.000768,6,1,1,4.09533499702716
8000,8,0.08,16,0.000768,6,1,1,3.83083511073513
8000,8,0.09,2,0.000768,6,1,1,7.87858972134782
8000,8,0.09,2,0.000768,8,1,1,14
8000,8,0.09,2,0.001024,6,1,1,6.82305884468218
8000,8,0.09,2,0.001024,8,1,1,12.311067631126
8000,8,0.09,2,0.00128,6,1,1,6.10272935647621
8000,8,0.09,2,0.00128,8,1,1,11.011353639518
8000,8,0.09,2,0.002048,6,1,1,4.82463117750962
8000,8,0.09,2,0.002048,8,1,1,8.7052394056154
8000,8,0.09,4,0.000768,6,1,1,5.57100421815168
8000,8,0.09,4,0.000768,8,1,1,10.0519446283844
8000,8,0.09,4,0.001024,6,1,1,4.82463117750962
8000,8,0.09,4,0.001024,8,1,1,8.7052394056154
8000,8,0.09,4,0.00128,6,1,1,4.31528131171054
8000,8,0.09,4,0.00128,8,1,1,7.78620282854636
8000,8,0.09,4,0.002048,6,1,1,3.41152942234109
8000,8,0.09,4,0.002048,8,1,1,6.155533815563
8000,8,0.09,6,0.000768,6,1,1,4.54870589645479
8000,8,0.09,6,0.000768,8,1,1,8.20737842075066
8000,8,0.09,6,0.001024,6,1,1,3.93929486067391
8000,8,0.09,6,0.001024,8,1,1,7.10779821084228
8000,8,0.09,6,0.00128,6,1,1,3.52341243675297
8000,8,0.09,6,0.00128,8,1,1,6.35740798791789
8000,8,0.09,6,0.002048,6,1,1,2.78550210907584
8000,8,0.09,8,0.000768,6,1,1,3.93929486067391
8000,8,0.09,8,0.000768,8,1,1,7.10779821084228
8000,8,0.09,8,0.001024,6,1,1,3.41152942234109
8000,8,0.09,8,0.001024,8,1,1,6.155533815563
8000,8,0.09,8,0.00128,6,1,1,3.05136467823811
8000,8,0.09,8,0.002048,6,1,1,2.41231558875481
8000,8,0.09,10,0.000768,6,1,1,3.52341243675297
8000,8,0.09,10,0.000768,8,1,1,6.35740798791789
8000,8,0.09,10,0.001024,6,1,1,3.05136467823811
8000,8,0.09,10,0.00128,6,1,1,2.72922353787287
8000,8,0.09,10,0.002048,6,1,1,2.15764065585527
8000,8,0.09,12,0.000768,6,1,1,3.21642078500641
8000,8,0.09,12,0.001024,6,1,1,2.78550210907584
8000,8,0.09,12,0.00128,6,1,1,2.49142882694504
8000,8,0.09,14,0.000768,6,1,1,2.97782701208514
8000,8,0.09,14,0.001024,6,1,1,2.57887384054125
8000,8,0.09,14,0.00128,6,1,1,2.30661488513847
8000,8,0.09,16,0.000768,6,1,1,2.78550210907584
8000,8,0.09,16,0.001024,6,1,1,2.41231558875481
8000,8,0.09,16,0.00128,6,1,1,2.15764065585527
8000,8,0.09,18,0.000768,6,1,1,2.62619657378261
8000,8,0.09,18,0.001024,6,1,1,2.27435294822739
8000,8,0.09,20,0.000768,6,1,1,2.49142882694504
8000,8,0.09,20,0.001024,6,1,1,2.15764065585527
8000,8,0.1,2,0.000768,8,1,1,12.1141642904664
8000,8,0.1,2,0.000768,10,1,1,14
8000,8,0.1,2,0.001024,8,1,1,10.4911740211622
8000,8,0.1,2,0.001024,10,1,1,14
8000,8,0.1,2,0.00128,8,1,1,9.38359131003936
8000,8,0.1,2,0.00128,10,1,1,13.1171029289998
8000,8,0.1,2,0.002048,8,1,1,7.4183802929719
8000,8,0.1,2,0.002048,10,1,1,10.3699803896264
8000,8,0.1,4,0.000768,8,1,1,8.56600771819669
8000,8,0.1,4,0.000768,10,1,1,11.9742219388838
8000,8,0.1,4,0.001024,8,1,1,7.4183802929719
8000,8,0.1,4,0.001024,10,1,1,10.3699803896264
8000,8,0.1,4,0.00128,8,1,1,6.63520104721199
8000,8,0.1,4,0.00128,10,1,1,9.27519243061771
8000,8,0.1,4,0.002048,8,1,1,5.24558701058108
8000,8,0.1,6,0.000768,8,1,1,6.9941160141081
8000,8,0.1,6,0.000768,10,1,1,9.77691127236842
8000,8,0.1,6,0.001024,8,1,1,6.05708214523318
8000,8,0.1,6,0.00128,8,1,1,5.41761896881666
8000,8,0.1,6,0.002048,8,1,1,4.28300385909834
8000,8,0.1,8,0.000768,8,1,1,6.05708214523318
8000,8,0.1,8,0.001024,8,1,1,5.24558701058108
8000,8,0.1,8,0.00128,8,1,1,4.69179565501968
8000,8,0.1,8,0.002048,8,1,1,3.70919014648595
8000,8,0.1,10,0.000768,8,1,1,5.41761896881666
8000,8,0.1,10,0.001024,8,1,1,4.69179565501968
8000,8,0.1,10,0.00128,8,1,1,4.19646960846486
8000,8,0.1,12,0.000768,8,1,1,4.94558686198127
8000,8,0.1,12,0.001024,8,1,1,4.28300385909834
8000,8,0.1,12,0.00128,8,1,1,3.83083511073513
8000,8,0.1,14,0.000768,8,1,1,4.57872372199332
8000,8,0.1,14,0.001024,8,1,1,3.96529106015665
8000,8,0.1,16,0.000768,8,1,1,4.28300385909834
8000,8,0.1,16,0.001024,8,1,1,3.70919014648595
8000,8,0.1,18,0.000768,8,1,1,4.03805476348879
8000,8,0.1,20,0.000768,8,1,1,3.83083511073513
8000,8,0.11,2,0.000768,8,1,1,9.56152557328639
8000,8,0.11,2,0.000768,10,1,1,14
8000,8,0.11,2,0.001024,8,1,1,8.28052404540058
8000,8,0.11,2,0.001024,10,1,1,13.1747991516615
8000,8,0.11,2,0.00128,8,1,1,7.4063258619349
8000,8,0.11,2,0.00128,10,1,1,11.7838985972086
8000,8,0.11,2,0.002048,8,1,1,5.85521470428102
8000,8,0.11,2,0.002048,10,1,1,9.3159898209106
8000,8,0.11,4,0.000768,8,1,1,6.7610195713594
8000,8,0.11,4,0.000768,10,1,1,10.7571784617411
8000,8,0.11,4,0.001024,8,1,1,5.85521470428102
8000,8,0.11,4,0.001024,10,1,1,9.3159898209106
8000,8,0.11,4,0.00128,8,1,1,5.23706324065147
8000,8,0.11,4,0.00128,10,1,1,8.33247460690088
8000,8,0.11,4,0.002048,8,1,1,4.14026202270029
8000,8,0.11,4,0.002048,10,1,1,6.58739957583074
8000,8,0.11,6,0.000768,8,1,1,5.52034936360039
8000,8,0.11,6,0.000768,10,1,1,8.78319943444098
8000,8,0.11,6,0.001024,8,1,1,4.7807627866432
8000,8,0.11,6,0.001024,10,1,1,7.60647383673101
8000,8,0.11,6,0.00128,8,1,1,4.2760442300942
8000,8,0.11,6,0.00128,10,1,1,6.80343702720167
8000,8,0.11,6,0.002048,8,1,1,3.3805097856797
8000,8,0.11,6,0.002048,10,1,1,5.37858923087055
8000,8,0.11,8,0.000768,8,1,1,4.7807627866432
8000,8,0.11,8,0.000768,10,1,1,7.60647383673101
8000,8,0.11,8,0.001024,8,1,1,4.14026202270029
8000,8,0.11,8,0.001024,10,1,1,6.58739957583074
8000,8,0.11,8,0.00128,8,1,1,3.70316293096745
8000,8,0.11,8,0.00128,10,1,1,5.89194929860432
8000,8,0.11,8,0.002048,8,1,1,2.92760735214051
8000,8,0.11,10,0.000768,8,1,1,4.2760442300942
8000,8,0.11,10,0.000768,10,1,1,6.80343702720167
8000,8,0.11,10,0.001024,8,1,1,3.70316293096745
8000,8,0.11,10,0.001024,10,1,1,5.89194929860432
8000,8,0.11,10,0.00128,8,1,1,3.31220961816023
8000,8,0.11,10,0.00128,10,1,1,5.26991966066459
8000,8,0.11,10,0.002048,8,1,1,2.61853162032574
8000,8,0.11,12,0.000768,8,1,1,3.90347646952068
8000,8,0.11,12,0.000768,10,1,1,6.21065988060707
8000,8,0.11,12,0.001024,8,1,1,3.3805097856797
8000,8,0.11,12,0.001024,10,1,1,5.37858923087055
8000,8,0.11,12,0.00128,8,1,1,3.02361987175322
8000,8,0.11,12,0.002048,8,1,1,2.3903813933216
8000,8,0.11,14,0.000768,8,1,1,3.61391697447144
8000,8,0.11,14,0.000768,10,1,1,5.74995375031702
8000,8,0.11,14,0.001024,8,1,1,3.12974390706007
8000,8,0.11,14,0.00128,8,1,1,2.79932805134084
8000,8,0.11,16,0.000768,8,1,1,3.3805097856797
8000,8,0.11,16,0.001024,8,1,1,2.92760735214051
8000,8,0.11,16,0.00128,8,1,1,2.61853162032574
8000,8,0.11,18,0.000768,8,1,1,3.18717519109546
8000,8,0.11,18,0.001024,8,1,1,2.76017468180019
8000,8,0.11,18,0.00128,8,1,1,2.46877528731163
8000,8,0.11,20,0.000768,8,1,1,3.02361987175322
8000,8,0.11,20,0.001024,8,1,1,2.61853162032574
8000,8,0.11,20,0.00128,8,1,1,2.34208588171241
8000,8,0.12,2,0.000768,8,1,1,6.00770889115052
8000,8,0.12,2,0.000768,10,1,1,13.270402094424
8000,8,0.12,2,0.000768,12,1,1,14
8000,8,0.12,2,0.001024,8,1,1,5.20282851827799
8000,8,0.12,2,0.001024,10,1,1,11.4925053322054
8000,8,0.12,2,0.001024,12,1,1,14
8000,8,0.12,2,0.00128,8,1,1,4.65355129685764
8000,8,0.12,2,0.00128,10,1,1,10.279209261836
8000,8,0.12,2,0.00128,12,1,1,13.77202768022
8000,8,0.12,2,0.002048,8,1,1,3.67895532662512
8000,8,0.12,2,0.002048,10,1,1,8.12642845322499
8000,8,0.12,2,0.002048,12,1,1,10.8877438670951
8000,8,0.12,4,0.000768,8,1,1,4.24809169632725
8000,8,0.12,4,0.000768,10,1,1,9.38359131003937
8000,8,0.12,4,0.000768,12,1,1,12.5720837050701
8000,8,0.12,4,0.001024,8,1,1,3.67895532662512
8000,8,0.12,4,0.001024,10,1,1,8.12642845322499
8000,8,0.12,4,0.001024,12,1,1,10.8877438670951
8000,8,0.12,4,0.00128,8,1,1,3.29055767860749
8000,8,0.12,4,0.00128,10,1,1,7.26849857427982
8000,8,0.12,4,0.00128,12,1,1,9.73829416337239
8000,8,0.12,4,0.002048,8,1,1,2.601414259139
8000,8,0.12,4,0.002048,10,1,1,5.7462526661027
8000,8,0.12,4,0.002048,12,1,1,7.69879752024516
8000,8,0.12,6,0.000768,8,1,1,3.46855234551866
8000,8,0.12,6,0.000768,10,1,1,7.66167022147026
8000,8,0.12,6,0.000768,12,1,1,10.2650633603269
8000,8,0.12,6,0.001024,8,1,1,3.00385444557526
8000,8,0.12,6,0.001024,10,1,1,6.63520104721199
8000,8,0.12,6,0.001024,12,1,1,8.88980564149993
8000,8,0.12,6,0.00128,8,1,1,2.68672909392849
8000,8,0.12,6,0.00128,10,1,1,5.93470423437752
8000,8,0.12,6,0.00128,12,1,1,7.95128388846199
8000,8,0.12,6,0.002048,8,1,1,2.12404584816362
8000,8,0.12,6,0.002048,10,1,1,4.69179565501968
8000,8,0.12,8,0.000768,8,1,1,3.00385444557526
8000,8,0.12,8,0.000768,10,1,1,6.63520104721199
8000,8,0.12,8,0.000768,12,1,1,8.88980564149993
8000,8,0.12,8,0.001024,8,1,1,2.601414259139
8000,8,0.12,8,0.001024,10,1,1,5.7462526661027
8000,8,0.12,8,0.001024,12,1,1,7.69879752024516
8000,8,0.12,8,0.00128,8,1,1,2.32677564842882
8000,8,0.12,8,0.00128,10,1,1,5.13960463091801
8000,8,0.12,8,0.002048,8,1,1,1.83947766331256
8000,8,0.12,8,0.002048,10,1,1,4.0632142266125
8000,8,0.12,10,0.000768,8,1,1,2.68672909392849
8000,8,0.12,10,0.000768,10,1,1,5.93470423437752
8000,8,0.12,10,0.000768,12,1,1,7.95128388846199
8000,8,0.12,10,0.001024,8,1,1,2.32677564842882
8000,8,0.12,10,0.001024,10,1,1,5.13960463091801
8000,8,0.12,10,0.00128,8,1,1,2.0811314073112
8000,8,0.12,10,0.00128,10,1,1,4.59700213288216
8000,8,0.12,10,0.002048,8,1,1,1.64527883930374
8000,8,0.12,10,0.002048,10,1,1,3.63424928713991
8000,8,0.12,12,0.000768,8,1,1,2.45263688441675
8000,8,0.12,12,0.000768,10,1,1,5.41761896881666
8000,8,0.12,12,0.001024,8,1,1,2.12404584816362
8000,8,0.12,12,0.001024,10,1,1,4.69179565501968
8000,8,0.12,12,0.00128,8,1,1,1.89980436152802
8000,8,0.12,12,0.00128,10,1,1,4.19646960846487
8000,8,0.12,12,0.002048,8,1,1,1.50192722278763
8000,8,0.12,14,0.000768,8,1,1,2.27070052503655
8000,8,0.12,14,0.000768,10,1,1,5.01574053423951
8000,8,0.12,14,0.001024,8,1,1,1.96648433906832
8000,8,0.12,14,0.001024,10,1,1,4.34375872144275
8000,8,0.12,14,0.00128,8,1,1,1.7588770635382
8000,8,0.12,14,0.00128,10,1,1,3.88517591160142
8000,8,0.12,14,0.002048,8,1,1,1.39051441125235
8000,8,0.12,16,0.000768,8,1,1,2.12404584816362
8000,8,0.12,16,0.000768,10,1,1,4.69179565501968
8000,8,0.12,16,0.001024,8,1,1,1.83947766331256
8000,8,0.12,16,0.001024,10,1,1,4.0632142266125
8000,8,0.12,16,0.00128,8,1,1,1.64527883930374
8000,8,0.12,16,0.00128,10,1,1,3.63424928713991
8000,8,0.12,16,0.002048,8,1,1,1.3007071295695
8000,8,0.12,18,0.000768,8,1,1,2.00256963038351
8000,8,0.12,18,0.000768,10,1,1,4.423467364808
8000,8,0.12,18,0.001024,8,1,1,1.73427617275933
8000,8,0.12,18,0.001024,10,1,1,3.83083511073513
8000,8,0.12,18,0.00128,8,1,1,1.55118376561921
8000,8,0.12,20,0.000768,8,1,1,1.89980436152802
8000,8,0.12,20,0.000768,10,1,1,4.19646960846487
8000,8,0.12,20,0.001024,8,1,1,1.64527883930374
8000,8,0.12,20,0.001024,10,1,1,3.63424928713991
8000,8,0.12,20,0.00128,8,1,1,1.47158213065005
8000,8,0.14,2,0.000768,10,1,1,8.08969476631171
8000,8,0.14,2,0.000768,12,1,1,14
8000,8,0.14,2,0.000768,14,1,1,14
8000,8,0.14,2,0.001024,10,1,1,7.00588117648796
8000,8,0.14,2,0.001024,12,1,1,12.4133245055155
8000,8,0.14,2,0.001024,14,1,1,14
8000,8,0.14,2,0.00128,10,1,1,6.26625062116531
8000,8,0.14,2,0.00128,12,1,1,11.1028149684386
8000,8,0.14,2,0.00128,14,1,1,14
8000,8,0.14,2,0.002048,10,1,1,4.95390608808182
8000,8,0.14,2,0.002048,12,1,1,8.77754593491914
8000,8,0.14,2,0.002048,14,1,1,11.3819787273434
8000,8,0.14,4,0.000768,10,1,1,5.72027802698833
8000,8,0.14,4,0.000768,12,1,1,10.1354370166997
8000,8,0.14,4,0.000768,14,1,1,13.1427769642846
8000,8,0.14,4,0.001024,10,1,1,4.95390608808182
8000,8,0.14,4,0.001024,12,1,1,8.77754593491914
8000,8,0.14,4,0.001024,14,1,1,11.3819787273434
8000,8,0.14,4,0.00128,10,1,1,4.43090830684041
8000,8,0.14,4,0.00128,12,1,1,7.85087575444246
8000,8,0.14,4,0.00128,14,1,1,10.1803512611185
8000,8,0.14,4,0.002048,10,1,1,3.50294058824398
8000,8,0.14,4,0.002048,12,1,1,6.20666225275774
8000,8,0.14,4,0.002048,14,1,1,8.04827434142552
8000,8,0.14,6,0.000768,10,1,1,4.67058745099197
8000,8,0.14,6,0.000768,12,1,1,8.27554967034365
8000,8,0.14,6,0.000768,14,1,1,10.731032455234
8000,8,0.14,6,0.001024,10,1,1,4.04484738315585
8000,8,0.14,6,0.001024,12,1,1,7.16683624479754
8000,8,0.14,6,0.001024,14,1,1,9.29334671506796
8000,8,0.14,6,0.00128,10,1,1,3.61782148293945
8000,8,0.14,6,0.00128,12,1,1,6.41021321079065
8000,8,0.14,6,0.00128,14,1,1,8.31222199734654
8000,8,0.14,6,0.002048,10,1,1,2.86013901349417
8000,8,0.14,6,0.002048,12,1,1,5.06771850834987
8000,8,0.14,6,0.002048,14,1,1,6.57138848214228
8000,8,0.14,8,0.000768,10,1,1,4.04484738315585
8000,8,0.14,8,0.000768,12,1,1,7.16683624479754
8000,8,0.14,8,0.000768,14,1,1,9.29334671506796
8000,8,0.14,8,0.001024,10,1,1,3.50294058824398
8000,8,0.14,8,0.001024,12,1,1,6.20666225275774
8000,8,0.14,8,0.001024,14,1,1,8.04827434142552
8000,8,0.14,8,0.00128,10,1,1,3.13312531058265
8000,8,0.14,8,0.00128,12,1,1,5.55140748421931
8000,8,0.14,8,0.00128,14,1,1,7.19859541159793
8000,8,0.14,8,0.002048,10,1,1,2.47695304404091
8000,8,0.14,8,0.002048,12,1,1,4.38877296745957
8000,8,0.14,10,0.000768,10,1,1,3.61782148293945
8000,8,0.14,10,0.000768,12,1,1,6.41021321079065
8000,8,0.14,10,0.000768,14,1,1,8.31222199734654
8000,8,0.14,10,0.001024,10,1,1,3.13312531058266
8000,8,0.14,10,0.001024,12,1,1,5.55140748421931
8000,8,0.14,10,0.001024,14,1,1,7.19859541159793
8000,8,0.14,10,0.00128,10,1,1,2.80235247059518
8000,8,0.14,10,0.00128,12,1,1,4.96532980220619
8000,8,0.14,10,0.00128,14,1,1,6.43861947314042
8000,8,0.14,10,0.002048,10,1,1,2.2154541534202
8000,8,0.14,10,0.002048,12,1,1,3.92543787722123
8000,8,0.14,12,0.000768,10,1,1,3.30260405872121
8000,8,0.14,12,0.000768,12,1,1,5.85169728994609
8000,8,0.14,12,0.000768,14,1,1,7.58798581822891
8000,8,0.14,12,0.001024,10,1,1,2.86013901349417
8000,8,0.14,12,0.001024,12,1,1,5.06771850834987
8000,8,0.14,12,0.001024,14,1,1,6.57138848214228
8000,8,0.14,12,0.00128,10,1,1,2.55818610370886
8000,8,0.14,12,0.00128,12,1,1,4.53270523020166
8000,8,0.14,12,0.002048,10,1,1,2.02242369157793
8000,8,0.14,12,0.002048,12,1,1,3.58341812239877
8000,8,0.14,14,0.000768,10,1,1,3.05761721915451
8000,8,0.14,14,0.000768,12,1,1,5.41761896881666
8000,8,0.14,14,0.000768,14,1,1,7.02510978730539
8000,8,0.14,14,0.001024,10,1,1,2.64797418683654
8000,8,0.14,14,0.001024,12,1,1,4.69179565501968
8000,8,0.14,14,0.00128,10,1,1,2.36842011377249
8000,8,0.14,14,0.00128,12,1,1,4.19646960846486
8000,8,0.14,14,0.002048,10,1,1,1.87240050391905
8000,8,0.14,16,0.000768,10,1,1,2.86013901349417
8000,8,0.14,16,0.000768,12,1,1,5.06771850834987
8000,8,0.14,16,0.001024,10,1,1,2.47695304404091
8000,8,0.14,16,0.001024,12,1,1,4.38877296745957
8000,8,0.14,16,0.00128,10,1,1,2.2154541534202
8000,8,0.14,16,0.00128,12,1,1,3.92543787722123
8000,8,0.14,16,0.002048,10,1,1,1.75147029412199
8000,8,0.14,18,0.000768,10,1,1,2.6965649221039
8000,8,0.14,18,0.000768,12,1,1,4.77789082986502
8000,8,0.14,18,0.001024,10,1,1,2.33529372549599
8000,8,0.14,18,0.001024,12,1,1,4.13777483517182
8000,8,0.14,18,0.00128,10,1,1,2.0887502070551
8000,8,0.14,18,0.00128,12,1,1,3.70093832281287
8000,8,0.14,18,0.002048,10,1,1,1.65130202936061
8000,8,0.14,20,0.000768,10,1,1,2.55818610370886
8000,8,0.14,20,0.000768,12,1,1,4.53270523020166
8000,8,0.14,20,0.001024,10,1,1,2.2154541534202
8000,8,0.14,20,0.001024,12,1,1,3.92543787722123
8000,8,0.14,20,0.00128,10,1,1,1.98156243523273
8000,8,0.18,2,0.000768,12,1,1,3.9832968295406
8000,8,0.18,2,0.000768,14,1,1,11.1420084363034
8000,8,0.18,2,0.000768,16,1,1,14
8000,8,0.18,2,0.000768,18,1,1,14
8000,8,0.18,2,0.000768,20,1,1,14
8000,8,0.18,2,0.001024,12,1,1,3.44963624519617
8000,8,0.18,2,0.001024,14,1,1,9.64926235501924
8000,8,0.18,2,0.001024,16,1,1,14
8000,8,0.18,2,0.001024,18,1,1,14
8000,8,0.18,2,0.001024,20,1,1,14
8000,8,0.18,2,0.00128,12,1,1,3.08544845676231
8000,8,0.18,2,0.00128,14,1,1,8.63056262342109
8000,8,0.18,2,0.00128,16,1,1,12.5894088253946
8000,8,0.18,2,0.00128,18,1,1,14
8000,8,0.18,2,0.00128,20,1,1,14
8000,8,0.18,2,0.002048,12,1,1,2.43926118160511
8000,8,0.18,2,0.002048,14,1,1,6.82305884468218
8000,8,0.18,2,0.002048,16,1,1,9.95280157081799
8000,8,0.18,2,0.002048,18,1,1,12.311067631126
8000,8,0.18,2,0.002048,20,1,1,14
8000,8,0.18,4,0.000768,12,1,1,2.81661619964704
8000,8,0.18,4,0.000768,14,1,1,7.87858972134782
8000,8,0.18,4,0.000768,16,1,1,11.4925053322054
8000,8,0.18,4,0.000768,18,1,1,14
